"","id","training_condition","attempt","role","future_role","partner","training","training_encounter","strategy_accept","strategy_reject","all_correct"
"309","id0252","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"310","id0253","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $5",1
"311","id0254","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $4",1
"312","id0255","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"313","id0256","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $5",1
"314","id0257","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"315","id0258","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $4",1
"316","id0259","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"317","id0260","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $4",1
"318","id0261","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"319","id0262","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $3",1
"320","id0263","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $6",1
"321","id0265","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"322","id0266","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"323","id0267","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $5",1
"324","id0268","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $5",1
"325","id0269","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"326","id0270","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $5",1
"327","id0271","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"328","id0272","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"329","id0273","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"330","id0274","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"331","id0275","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $1",1
"332","id0276","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"333","id0278","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $1",1
"334","id0279","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $2",1
"335","id0280","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $1",1
"336","id0281","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $2",1
"337","id0281","training_receiver_self",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $5",0
"338","id0282","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $6",1
"339","id0283","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"340","id0284","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $1",1
"341","id0284","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will not learn anything.","The AI responder will not learn anything.",0
"342","id0285","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $6",1
"343","id0288","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $3",0
"344","id0288","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $2",1
"345","id0289","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"346","id0290","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $2",0
"347","id0290","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $5",1
"348","id0291","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","No","The AI responder will learn to reject $4","The AI responder will learn to reject $1",0
"349","id0291","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $2",1
"350","id0292","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $1",1
"351","id0292","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to propose offers. ","No","The AI responder will learn to accept $6","The AI responder will learn to reject $6",0
"352","id0293","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $4",1
"353","id0295","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"354","id0296","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $2",1
"355","id0297","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $4",0
"356","id0297","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $4",0
"357","id0297","training_receiver_self",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $5",1
"358","id0298","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"359","id0299","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"360","id0301","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"361","id0302","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $4",1
"362","id0303","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $3",1
"363","id0304","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"364","id0305","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $2",1
"365","id0306","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"366","id0307","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $3",1
"367","id0308","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $5",1
"368","id0309","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"369","id0310","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $6",0
"370","id0310","training_receiver_self",3,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $6",0
"371","id0310","training_receiver_self",4,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $1",0
"372","id0310","training_receiver_self",5,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $2",1
"373","id0310","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $3",0
"374","id0311","control",2,"I will be proposing offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",0
"375","id0311","control",3,"I will be proposing offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",0
"376","id0311","control",4,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",0
"377","id0311","control",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",0
"378","id0311","control",6,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"379","id0311","control",5,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",0
"380","id0313","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"381","id0314","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"382","id0315","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"383","id0316","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"384","id0317","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $2",1
"385","id0318","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $3",1
"386","id0318","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to reject $2","The AI responder will learn to accept $2",0
"387","id0319","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $5",1
"388","id0320","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"389","id0321","training_receiver_others",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","No","The AI responder will learn to accept $5","The AI responder will learn to reject $3",0
"390","id0321","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will only play with human participants recruited from a separate Prolific experiment.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $2",0
"391","id0321","training_receiver_others",3,"I will be responding to offers.","I will be proposing offers.","I will only play with human participants recruited from a separate Prolific experiment.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $6",0
"392","id0321","training_receiver_others",5,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $1",1
"393","id0321","training_receiver_others",4,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $6","The AI responder will learn to reject $4",0
"394","id0322","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"395","id0323","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"396","id0324","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"397","id0325","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $1",1
"398","id0326","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"399","id0327","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $2",0
"400","id0327","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $6",1
"401","id0328","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"402","id0330","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $6",1
"403","id0331","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $4",1
"404","id0332","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $5",1
"405","id0333","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $5",1
"406","id0334","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"407","id0335","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"408","id0336","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $6",1
"409","id0337","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"410","id0338","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"411","id0339","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"412","id0340","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"413","id0341","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"414","id0342","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $5",1
"415","id0343","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"416","id0344","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"417","id0345","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"418","id0346","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $5",0
"419","id0346","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $3",0
"420","id0346","training_receiver_others",3,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $4",0
"421","id0346","training_receiver_others",5,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $4",1
"422","id0346","training_receiver_others",4,"I will be proposing offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $5",0
"423","id0347","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"424","id0348","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"425","id0348","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $4",1
"426","id0349","training_receiver_self",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $6",0
"427","id0349","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $2",1
"428","id0350","training_receiver_others",1,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $3",0
"429","id0350","training_receiver_others",2,"I will be responding to offers.","I will be responding to offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $4",0
"430","id0350","training_receiver_others",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"431","id0351","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $1","The AI responder will learn to reject $4",1
"432","id0352","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $3",1
"433","id0353","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $3",1
"434","id0353","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $6",0
"435","id0354","control",1,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","Question not asked","Question not asked","Question not asked","Question not asked",0
"436","id0354","control",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"437","id0356","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $3",1
"438","id0357","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to reject $1","The AI responder will learn to reject $3",0
"439","id0357","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $6",1
"440","id0358","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"441","id0359","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $3",1
"442","id0360","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $4",1
"443","id0361","control",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"444","id0361","control",1,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","Question not asked","Question not asked","Question not asked","Question not asked",0
"445","id0362","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $4",1
"446","id0363","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $2",1
"447","id0363","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $1",0
"448","id0364","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $1",1
"449","id0365","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $1",1
"450","id0366","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $2",1
"451","id0367","control",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","Question not asked","Question not asked","Question not asked","Question not asked",1
"452","id0368","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will only play with AI.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $6",0
"453","id0368","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $5","The AI responder will learn to reject $1",0
"454","id0368","training_receiver_self",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $4","The AI responder will learn to reject $3",1
"455","id0369","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $5","The AI responder will learn to reject $2",0
"456","id0369","training_receiver_self",3,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $6","The AI responder will learn to reject $5",0
"457","id0369","training_receiver_self",4,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $5",1
"458","id0369","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","Yes","The AI responder will learn to accept $3","The AI responder will learn to reject $6",0
"459","id0370","training_receiver_others",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to propose offers. ","No","The AI responder will learn to accept $4","The AI responder will learn to reject $6",0
"460","id0370","training_receiver_others",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $3","The AI responder will learn to reject $2",1
"461","id0371","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $2","The AI responder will learn to reject $2",1
"462","id0372","training_receiver_self",1,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","Yes","The AI responder will learn to accept $1","The AI responder will learn to reject $1",1
"463","id0373","training_receiver_self",2,"I will be responding to offers.","I will be proposing offers.","I will play with both AI and human participants.","I will be training an AI to respond to offers.","No","The AI responder will learn to accept $4","The AI responder will learn to reject $4",0
